gene,kw_stat,kw_pval,mean_Human,mean_RhesusM,mean_Mouse,kw_fdr,direction
KLK8,9.511002,0.008604,0.014846,0.903667,1.513748,0.051816,Mouse highest
KLK6,12.075168,0.002387,0.323348,0.0,0.013401,0.051816,Human highest
KLK10,9.489655,0.008697,0.386236,0.0,0.063064,0.051816,Human highest
KLHL40,9.091503,0.010612,0.017144,2.535035,1.69021,0.051816,NHP highest
KLHL36,8.777668,0.012415,4.579065,1.830408,1.484012,0.051816,Human highest
KLHL35,9.091503,0.010612,3.206882,0.818463,1.068586,0.051816,Human highest
KLHL34,9.049462,0.010838,3.212616,0.675146,0.597694,0.051816,Human highest
KLHL33,9.278431,0.009665,0.070222,2.010904,2.110359,0.051816,Mouse highest
KRIT1,9.278431,0.009665,6.558893,6.938197,7.192696,0.051816,Mouse highest
KRT12,8.938562,0.011456,0.03802,5.03308,4.252675,0.051816,NHP highest
KRT17,8.884422,0.01177,3.646734,0.116188,0.222013,0.051816,Human highest
KRT20,11.454248,0.003256,0.222576,1.292582,0.708159,0.051816,NHP highest
LAYN,8.734641,0.012685,0.164931,2.538288,2.473968,0.051816,NHP highest
LAX1,9.278431,0.009665,0.307399,1.477053,1.096884,0.051816,NHP highest
LATS2,9.754248,0.007619,1.21968,2.679948,3.077178,0.051816,Mouse highest
LAT,9.324138,0.009447,2.927282,0.655616,0.499288,0.051816,Human highest
LAPTM5,8.660784,0.013162,0.370459,0.941979,0.592786,0.051816,NHP highest
LAPTM4B,9.278431,0.009665,4.337054,6.144779,5.904533,0.051816,NHP highest
LANCL3,11.113725,0.003861,3.815677,0.809317,1.938241,0.051816,Human highest
LAMC2,8.68366,0.013013,0.855396,3.459338,3.377153,0.051816,NHP highest
LAMA4,9.091503,0.010612,4.526948,2.568512,2.710782,0.051816,Human highest
KLHL22,10.938562,0.004214,6.581951,5.789383,6.062037,0.051816,Human highest
LAMA2,8.734641,0.012685,7.138604,2.748911,3.269547,0.051816,Human highest
L3MBTL2,8.791503,0.01233,4.1265,4.458803,4.693824,0.051816,Mouse highest
L3HYPDH,8.734641,0.012685,5.183912,2.007469,2.469402,0.051816,Human highest
L1TD1,9.89326,0.007107,0.663718,0.049958,0.032717,0.051816,Human highest
KXD1,8.819608,0.012158,2.563752,5.138115,5.10003,0.051816,NHP highest
KRTDAP,13.207547,0.001355,0.073,0.013732,0.0,0.051816,Human highest
KRTCAP3,9.244444,0.009831,1.301514,0.544032,0.693533,0.051816,Human highest
KRT8,9.761404,0.007592,1.135068,0.022876,0.116535,0.051816,Human highest
KRT7,9.831694,0.00733,0.578574,0.013732,0.033701,0.051816,Human highest
KRT27,9.095302,0.010592,0.107154,0.027082,0.007804,0.051816,Human highest
LALBA,12.075168,0.002387,0.298975,0.0,0.005105,0.051816,Human highest
MMAA,10.366013,0.005611,3.044094,5.567843,4.904194,0.051816,NHP highest
MMAB,11.278431,0.003556,4.07391,4.018082,4.674726,0.051816,Mouse highest
MMD2,9.754248,0.007619,4.268054,5.981373,6.313325,0.051816,Mouse highest
NRBF2,10.938562,0.004214,3.928788,5.210845,4.779991,0.051816,NHP highest
NRARP,9.499346,0.008655,2.770287,0.556106,0.814549,0.051816,Human highest
NR2F1,8.819608,0.012158,5.876397,7.971746,7.697665,0.051816,NHP highest
NR2C2,11.454248,0.003256,5.83372,7.031064,6.569825,0.051816,NHP highest
NR2C1,9.499346,0.008655,6.330754,4.282875,4.663841,0.051816,Human highest
NR1H3,8.666667,0.013124,4.518357,0.991437,1.366398,0.051816,Human highest
NQO2,10.366013,0.005611,6.337702,2.564822,3.305078,0.051816,Human highest
NQO1,8.777668,0.012415,2.27119,0.854072,0.679614,0.051816,Human highest
NPRL3,8.726437,0.012737,6.264309,4.852148,3.455133,0.051816,Human highest
NPRL2,10.450327,0.005379,3.413916,3.537471,4.135827,0.051816,Mouse highest
NPR3,11.997386,0.002482,0.815584,3.70536,2.70555,0.051816,NHP highest
NPR2,11.113725,0.003861,6.975418,3.383099,3.770969,0.051816,Human highest
NPPC,8.734641,0.012685,0.034979,3.219707,2.610651,0.051816,NHP highest
NPNT,11.538562,0.003122,0.968113,3.775367,2.175403,0.051816,NHP highest
NPM2,11.997386,0.002482,5.773608,1.136135,1.850446,0.051816,Human highest
NPHP3,8.791398,0.01233,0.0,2.620139,3.439918,0.051816,Mouse highest
NPEPPS,12.490196,0.00194,7.208208,7.41565,7.867764,0.051816,Mouse highest
NPC1,8.734641,0.012685,5.386413,4.343111,4.284313,0.051816,Human highest
NOXA1,11.294624,0.003527,6.203128,0.0,1.471862,0.051816,Human highest
NREP,9.278431,0.009665,6.247372,5.129547,4.76116,0.051816,Human highest
NOX4,10.722876,0.004694,5.598865,0.283638,1.029007,0.051816,Human highest
NRF1,9.278431,0.009665,7.439648,6.091066,6.175269,0.051816,Human highest
NRG3,8.68366,0.013013,12.215303,11.698234,11.691888,0.051816,Human highest
NUB1,9.278431,0.009665,4.461441,6.161325,5.789082,0.051816,NHP highest
NUAK1,10.043137,0.006594,7.843049,6.472038,6.864317,0.051816,Human highest
NTSR2,10.043137,0.006594,0.66271,2.056112,1.766036,0.051816,NHP highest
NTRK1,12.075168,0.002387,1.535007,0.0,0.017663,0.051816,Human highest
NTNG2,9.038562,0.010897,3.602818,5.247572,5.591401,0.051816,Mouse highest
NTNG1,11.997386,0.002482,8.407448,5.513265,6.580151,0.051816,Human highest
NTN4,8.68366,0.013013,4.481413,1.205116,1.597264,0.051816,Human highest
NTHL1,8.982594,0.011206,2.809788,0.924609,0.875189,0.051816,Human highest
NTF4,10.366013,0.005611,0.014053,0.430874,0.765163,0.051816,Mouse highest
NTF3,8.666667,0.013124,0.202368,3.15665,2.682568,0.051816,NHP highest
NT5M,9.091503,0.010612,4.21391,5.130406,5.284798,0.051816,Mouse highest
NSUN7,8.68366,0.013013,1.365014,5.15304,4.563335,0.051816,NHP highest
NSUN6,9.105229,0.01054,6.531493,4.478115,5.202661,0.051816,Human highest
NSMCE4A,9.647059,0.008038,3.179834,3.52574,3.844503,0.051816,Mouse highest
NSMAF,8.938562,0.011456,6.940825,4.420709,4.830872,0.051816,Human highest
NSL1,9.091503,0.010612,6.148902,0.352098,1.53316,0.051816,Human highest
NRXN1,8.791503,0.01233,12.036782,11.645221,11.510822,0.051816,Human highest
NRP2,9.091503,0.010612,4.736682,5.85574,5.628274,0.051816,NHP highest
NRIP2,10.366013,0.005611,1.289304,2.284039,2.943997,0.051816,Mouse highest
NRG1,11.113725,0.003861,9.5208,11.867897,11.454501,0.051816,NHP highest
NOS3,9.754248,0.007619,0.356425,1.560631,1.917402,0.051816,Mouse highest
NOS2,9.779599,0.007523,3.391122,0.071796,0.103366,0.051816,Human highest
NOS1,9.091503,0.010612,2.360708,6.532864,6.340413,0.051816,NHP highest
NKX2-8,11.019391,0.004047,0.013116,0.0,0.0,0.051816,Human highest
NKX2-5,11.019391,0.004047,0.017389,0.0,0.0,0.051816,Human highest
NKIRAS2,8.976471,0.01124,3.663451,2.749393,3.364726,0.051816,Human highest
NKIRAS1,9.091503,0.010612,4.635466,5.859128,5.850434,0.051816,NHP highest
NKG7,11.470189,0.003231,0.032695,0.0,0.002649,0.051816,Human highest
NKAP,8.819608,0.012158,3.582133,4.830663,4.735661,0.051816,NHP highest
NIT2,8.68366,0.013013,4.312032,2.798886,2.842869,0.051816,Human highest
NIPAL2,8.734641,0.012685,7.868083,5.181505,5.328512,0.051816,Human highest
NIPAL1,9.831694,0.00733,0.948333,0.013732,0.151244,0.051816,Human highest
NIPA2,11.447059,0.003268,4.777414,6.296095,5.515778,0.051816,NHP highest
NIPA1,9.111111,0.010509,5.985595,5.829264,5.592892,0.051816,Human highest
NIN,8.819608,0.012158,8.716209,7.178131,7.130453,0.051816,Human highest
NIF3L1,11.538562,0.003122,3.567666,4.066843,5.078936,0.051816,Mouse highest
NHSL2,10.156209,0.006232,5.35364,6.946545,6.497635,0.051816,NHP highest
NHLRC3,11.113725,0.003861,5.985803,3.295436,3.573765,0.051816,Human highest
NHLH2,9.546141,0.008454,1.287508,0.341746,0.231,0.051816,Human highest
NHLH1,9.754248,0.007619,5.559753,0.522414,0.36328,0.051816,Human highest
NGLY1,9.278431,0.009665,6.18907,4.854542,4.873293,0.051816,Human highest
NGF,11.954902,0.002535,0.271569,1.589359,0.811557,0.051816,NHP highest
NLE1,9.278431,0.009665,1.932738,3.181291,3.395956,0.051816,Mouse highest
NLRC3,9.31757,0.009478,3.225628,2.078741,1.234563,0.051816,Human highest
NLRP14,11.294624,0.003527,2.072144,0.0,0.470049,0.051816,Human highest
NMB,8.938562,0.011456,0.715526,2.12147,2.303182,0.051816,Mouse highest
NOP9,8.734641,0.012685,2.286702,3.697676,3.663496,0.051816,NHP highest
NOP14,9.091503,0.010612,3.080632,3.948935,4.164567,0.051816,Mouse highest
NONO,8.666667,0.013124,4.272933,6.051148,5.824817,0.051816,NHP highest
NOL8,11.538562,0.003122,4.004457,5.207818,4.851859,0.051816,NHP highest
NOL7,9.091503,0.010612,4.617206,5.910757,5.995585,0.051816,Mouse highest
NOL10,10.722876,0.004694,6.878671,4.818546,5.27143,0.051816,Human highest
NOC4L,9.634641,0.008088,2.3036,2.846531,3.149484,0.051816,Mouse highest
NOBOX,9.779599,0.007523,0.187918,0.036608,0.031555,0.051816,Human highest
NMUR2,9.754248,0.007619,0.834982,0.321142,0.215846,0.051816,Human highest
NUBP1,8.70936,0.012847,4.442554,3.105651,2.245688,0.051816,Human highest
NMT1,8.819608,0.012158,5.820849,7.099357,7.380577,0.051816,Mouse highest
NMRAL1,9.136289,0.010377,4.297679,1.419663,1.385683,0.051816,Human highest
NMNAT3,11.113725,0.003861,4.798635,1.311891,2.21255,0.051816,Human highest
NME9,10.043137,0.006594,5.85793,0.149454,1.632213,0.051816,Human highest
NME7,9.278431,0.009665,8.328016,6.649932,6.274239,0.051816,Human highest
NME6,8.676471,0.01306,2.685791,2.477702,3.983029,0.051816,Mouse highest
NME5,11.113725,0.003861,6.86703,4.579242,5.387541,0.051816,Human highest
NME3,9.324138,0.009447,5.876664,2.069823,2.014583,0.051816,Human highest
NME2,8.929032,0.01151,0.0,6.182403,6.077131,0.051816,NHP highest
NME1,8.791398,0.01233,0.0,7.641558,6.639719,0.051816,NHP highest
NMRK1,10.450327,0.005379,5.315308,2.672923,3.634604,0.051816,Human highest
NFYB,10.938562,0.004214,4.293926,6.962222,5.70356,0.051816,NHP highest
NUDT1,9.091503,0.010612,0.720729,2.531067,2.767497,0.051816,Mouse highest
NUDT14,11.954902,0.002535,3.514792,1.946436,2.595303,0.051816,Human highest
PANK4,10.366667,0.005609,3.441656,3.954883,4.531717,0.051816,Mouse highest
PANK1,10.366013,0.005611,4.808844,5.969418,5.756908,0.051816,NHP highest
PAN2,8.676471,0.01306,3.840592,3.746793,4.378486,0.051816,Mouse highest
PAMR1,8.734641,0.012685,4.663041,2.80718,2.934575,0.051816,Human highest
PALB2,8.777668,0.012415,4.046715,1.832176,1.613269,0.051816,Human highest
PAK1IP1,10.554902,0.005105,3.958783,5.37721,4.842993,0.051816,NHP highest
PAIP2B,8.734641,0.012685,2.787846,5.556743,5.308613,0.051816,NHP highest
PAFAH1B2,8.68366,0.013013,5.324379,7.100867,6.679469,0.051816,NHP highest
PACSIN3,9.091503,0.010612,0.501366,2.413439,1.818292,0.051816,NHP highest
PACRG,9.091503,0.010612,7.87172,5.920319,6.36517,0.051816,Human highest
PABPN1L,13.402264,0.00123,0.750698,0.0,0.005069,0.051816,Human highest
PABPC4,10.043137,0.006594,3.707274,5.641572,6.321265,0.051816,Mouse highest
P2RX7,10.987582,0.004112,6.921173,0.613924,2.517663,0.051816,Human highest
P2RX2,13.402264,0.00123,1.442795,0.0,0.001236,0.051816,Human highest
OXTR,8.666667,0.013124,5.42573,3.472404,2.677733,0.051816,Human highest
OXR1,8.68366,0.013013,10.735634,9.019937,9.230488,0.051816,Human highest
OXA1L,9.091503,0.010612,3.114765,4.860531,5.075416,0.051816,Mouse highest
OVOL2,10.499346,0.005249,2.900252,3.386702,4.103624,0.051816,Mouse highest
OVCA2,9.617204,0.008159,0.0,2.573018,3.6832,0.051816,Mouse highest
PANX3,9.323509,0.00945,0.338516,0.027082,0.032884,0.051816,Human highest
OTUD6A,15.646018,0.0004,0.203192,0.0,0.0,0.051816,Human highest
PAPOLB,8.774737,0.012433,0.0,0.811896,0.334882,0.051816,NHP highest
PAQR3,9.091503,0.010612,6.19303,5.343504,5.149003,0.051816,Human highest
PAXBP1,9.356209,0.009297,6.132368,5.867459,5.487001,0.051816,Human highest
PAX8,10.180843,0.006155,2.65299,0.013732,0.173734,0.051816,Human highest
PAX3,9.102456,0.010554,2.469314,0.015957,0.434388,0.051816,Human highest
PATZ1,8.666667,0.013124,2.269137,4.828037,4.354895,0.051816,NHP highest
PATL1,9.754248,0.007619,3.927989,4.500184,4.369013,0.051816,NHP highest
PATE1,10.823451,0.004464,0.208464,0.169743,0.024129,0.051816,Human highest
PARS2,9.499346,0.008655,1.624482,2.385913,2.670647,0.051816,Mouse highest
PARPBP,8.819608,0.012158,2.948625,0.82363,0.967476,0.051816,Human highest
PARP9,9.499346,0.008655,0.817602,1.833788,2.316374,0.051816,Mouse highest
PARP8,8.68366,0.013013,7.888526,3.498929,4.483519,0.051816,Human highest
PARP6,8.819608,0.012158,4.993559,6.132848,6.186113,0.051816,Mouse highest
PARP3,11.113725,0.003861,1.915745,1.125565,0.730249,0.051816,Human highest
PARP11,10.043137,0.006594,5.270145,4.086302,4.277216,0.051816,Human highest
PARN,9.136289,0.010377,6.35602,4.232362,2.955839,0.051816,Human highest
PARM1,10.156209,0.006232,6.102406,2.242451,3.866921,0.051816,Human highest
PARL,9.043137,0.010872,5.584122,4.509164,4.935855,0.051816,Human highest
PARD3,8.819608,0.012158,4.175302,5.423311,5.699516,0.051816,Mouse highest
PAQR9,10.722876,0.004694,1.032737,6.869638,5.544602,0.051816,NHP highest
PAQR7,9.754248,0.007619,5.059166,3.986601,4.209549,0.051816,Human highest
PAPSS1,9.278431,0.009665,7.252927,5.480946,5.650903,0.051816,Human highest
OTP,8.901053,0.011672,0.171351,0.095292,0.028823,0.051816,Human highest
OTOP2,8.734641,0.012685,0.229128,1.389268,1.571334,0.051816,Mouse highest
OTOL1,10.878161,0.004343,0.331459,0.0,0.01462,0.051816,Human highest
OBSL1,8.724837,0.012748,4.977807,3.568064,4.070041,0.051816,Human highest
OARD1,9.278431,0.009665,2.31176,3.56811,3.889177,0.051816,Mouse highest
OAF,9.738023,0.007681,1.056074,0.179201,0.127869,0.051816,Human highest
NYAP1,8.938562,0.011456,4.177648,5.419588,5.353188,0.051816,NHP highest
NXPH3,9.499346,0.008655,0.306534,0.824211,1.818065,0.051816,Mouse highest
NXPH1,10.366667,0.005609,2.527179,3.487886,4.220214,0.051816,Mouse highest
NXPE4,8.68366,0.013013,0.072304,6.215004,4.508956,0.051816,NHP highest
NXPE2,9.038562,0.010897,1.316059,2.635924,3.080174,0.051816,Mouse highest
NXNL2,11.538562,0.003122,2.184916,0.420413,0.950178,0.051816,Human highest
NXF1,9.091503,0.010612,3.701835,4.624637,4.757904,0.051816,Mouse highest
NVL,12.490196,0.00194,5.850876,6.278129,6.664327,0.051816,Mouse highest
NUP93,11.595402,0.003035,6.729912,6.057539,3.860849,0.051816,Human highest
NUP35,9.967974,0.006847,4.219348,6.164622,5.482047,0.051816,NHP highest
NUMBL,9.105229,0.01054,5.172385,6.964506,6.231404,0.051816,NHP highest
NUF2,10.043137,0.006594,1.364784,0.179863,0.278645,0.051816,Human highest
NUDT7,8.777668,0.012415,2.463772,1.404406,1.181894,0.051816,Human highest
NUDT3,9.204301,0.01003,0.0,7.929968,7.781803,0.051816,NHP highest
NUDT22,10.513725,0.005212,3.121539,1.050094,1.843331,0.051816,Human highest
NUDT17,8.938562,0.011456,1.094339,1.833627,2.052156,0.051816,Mouse highest
OCEL1,11.487582,0.003203,2.930142,3.427638,3.960932,0.051816,Mouse highest
OCLN,8.666667,0.013124,1.528314,2.259966,2.207154,0.051816,NHP highest
ODF2L,8.666667,0.013124,7.257482,4.847477,5.18609,0.051816,Human highest
OFD1,9.278431,0.009665,6.059903,3.692262,3.733601,0.051816,Human highest
OTOGL,8.734641,0.012685,6.812236,1.424784,1.498052,0.051816,Human highest
OSTF1,8.938562,0.011456,5.942853,1.320281,2.388003,0.051816,Human highest
OSMR,8.734641,0.012685,2.153378,0.353137,0.44264,0.051816,Human highest
OSGEP,10.043137,0.006594,5.771303,3.95493,4.083655,0.051816,Human highest
OSCP1,8.819608,0.012158,4.170096,5.456222,5.479521,0.051816,Mouse highest
OSBPL3,9.278431,0.009665,6.918962,4.538365,4.146032,0.051816,Human highest
OSBPL2,9.499346,0.008655,4.433593,5.424319,5.209851,0.051816,NHP highest
OS9,8.938562,0.011456,4.84999,5.812857,5.685529,0.051816,NHP highest
ORMDL1,10.554902,0.005105,6.315148,2.874276,4.022284,0.051816,Human highest
NUDT13,10.366013,0.005611,3.21082,4.432866,4.8376,0.051816,Mouse highest
ORAI1,9.278431,0.009665,0.761226,1.864413,1.680034,0.051816,NHP highest
OPN3,9.460784,0.008823,6.128837,1.03563,2.502851,0.051816,Human highest
ONECUT2,8.938562,0.011456,5.395502,1.769321,1.907525,0.051816,Human highest
ONECUT1,8.901843,0.011668,1.095874,0.052565,0.065657,0.051816,Human highest
OMA1,9.754248,0.007619,4.58663,3.504386,3.403058,0.051816,Human highest
OLFML3,10.966667,0.004155,0.030347,0.701038,0.295671,0.051816,NHP highest
OLFM3,11.538562,0.003122,9.728727,4.152193,6.589168,0.051816,Human highest
OGG1,8.976471,0.01124,4.861365,2.098004,3.666604,0.051816,Human highest
OGFR,12.490196,0.00194,5.869925,3.751479,4.206992,0.051816,Human highest
OGFOD2,9.499346,0.008655,2.422378,4.139278,4.601802,0.051816,Mouse highest
OPN4,8.791398,0.01233,3.003701,0.06801,0.087012,0.051816,Human highest
ISG15,11.113725,0.003861,1.996391,0.560002,0.214961,0.051816,Human highest
NFU1,11.538562,0.003122,4.874983,5.127272,5.668159,0.051816,Mouse highest
NFKBID,10.043137,0.006594,3.404142,2.037607,2.386215,0.051816,Human highest
MTFMT,8.666667,0.013124,6.383956,3.484788,4.051157,0.051816,Human highest
MTF1,8.905882,0.011644,4.89348,5.361744,5.306349,0.051816,NHP highest
MTERF4,9.278431,0.009665,5.754991,3.322104,3.545808,0.051816,Human highest
MTERF3,8.911765,0.01161,4.370804,4.051885,3.618021,0.051816,Human highest
MTCP1,8.843011,0.012016,0.0,2.013409,2.9265,0.051816,Mouse highest
MTBP,9.754248,0.007619,4.34162,1.248599,2.048224,0.051816,Human highest
MTAP,9.754248,0.007619,4.461488,2.561794,3.113551,0.051816,Human highest
MTA2,9.278431,0.009665,1.903022,4.182159,3.704115,0.051816,NHP highest
MSX1,10.240613,0.005974,1.451822,0.027082,0.013912,0.051816,Human highest
MST1,9.339138,0.009376,1.613224,0.09435,0.269687,0.051816,Human highest
MSRA,9.278431,0.009665,9.892998,8.176504,8.585845,0.051816,Human highest
MSH5,11.68172,0.002906,0.0,0.294255,1.042084,0.051816,Mouse highest
MSH4,9.499346,0.008655,4.371718,1.32305,1.653618,0.051816,Human highest
MSH2,10.043137,0.006594,6.58995,3.893723,4.518207,0.051816,Human highest
MSANTD3,9.499346,0.008655,3.186471,4.556265,4.202256,0.051816,NHP highest
MSANTD2,9.091503,0.010612,5.48842,5.127268,4.991329,0.051816,Human highest
MSANTD1,10.043137,0.006594,3.178243,1.860729,1.659951,0.051816,Human highest
MS4A8,9.507389,0.00862,1.804064,0.043039,0.32743,0.051816,Human highest
MS4A13,9.489655,0.008697,2.704272,0.0,0.490865,0.051816,Human highest
MTFR2,8.68366,0.013013,0.752158,2.042244,2.02969,0.051816,NHP highest
MRTO4,8.930719,0.011501,4.324853,4.755113,5.005171,0.051816,Mouse highest
MTG1,11.538562,0.003122,5.690509,3.389176,4.161649,0.051816,Human highest
MTHFD2,9.499346,0.008655,1.144754,3.676158,3.939712,0.051816,Mouse highest
MYBBP1A,9.091503,0.010612,4.249134,3.610228,3.482549,0.051816,Human highest
MXD1,11.113725,0.003861,5.273239,4.721789,4.313042,0.051816,Human highest
MVD,8.726437,0.012737,6.049482,2.557741,1.84704,0.051816,Human highest
MVB12A,11.997386,0.002482,2.475932,3.883245,4.728701,0.051816,Mouse highest
MUSTN1,10.855914,0.004392,0.0,0.294124,0.627421,0.051816,Mouse highest
MUL1,8.938562,0.011456,3.075674,4.532965,4.476772,0.051816,NHP highest
MUC5B,9.029872,0.010944,0.722632,0.058446,0.123446,0.051816,Human highest
MUC20,9.278431,0.009665,4.138154,0.136474,0.399012,0.051816,Human highest
MTX3,11.538562,0.003122,4.944888,4.023359,3.51525,0.051816,Human highest
MTUS2,8.734641,0.012685,9.605088,7.31571,7.6725,0.051816,Human highest
MTURN,11.538562,0.003122,6.727121,4.939263,5.500068,0.051816,Human highest
MTR,9.278431,0.009665,7.075061,4.974328,4.934069,0.051816,Human highest
MTPN,9.617204,0.008159,0.0,9.310181,7.855059,0.051816,NHP highest
MTO1,8.976471,0.01124,4.632067,4.187729,5.140275,0.051816,Mouse highest
MTNR1A,10.726776,0.004685,0.433783,0.0,0.088353,0.051816,Human highest
MTMR6,9.499346,0.008655,5.07939,6.572785,6.382036,0.051816,NHP highest
MTMR2,9.278431,0.009665,6.272759,4.63669,4.81048,0.051816,Human highest
MTM1,9.278431,0.009665,6.204507,4.654546,4.76601,0.051816,Human highest
MTIF2,8.819608,0.012158,3.874913,6.253479,6.286126,0.051816,Mouse highest
MTHFD1,9.989542,0.006773,5.422931,4.39815,4.830161,0.051816,Human highest
MRPS27,8.819608,0.012158,5.93292,4.414383,4.736834,0.051816,Human highest
MRPS24,9.049462,0.010838,0.0,6.511047,5.95583,0.051816,NHP highest
MRPS18A,8.938562,0.011456,3.206022,5.366996,5.715129,0.051816,Mouse highest
MPHOSPH10,10.464052,0.005343,4.033513,4.973573,4.651576,0.051816,NHP highest
MPDU1,10.366013,0.005611,3.052456,4.156466,4.615536,0.051816,Mouse highest
MORN5,9.519608,0.008567,2.193814,0.564382,1.19446,0.051816,Human highest
MON2,9.278431,0.009665,8.071473,6.844007,6.881519,0.051816,Human highest
MON1A,10.499346,0.005249,3.742913,4.235407,5.095112,0.051816,Mouse highest
MOCS1,8.964052,0.01131,2.713235,2.547985,3.205672,0.051816,Mouse highest
MOB4,8.929032,0.01151,0.0,6.577222,6.525832,0.051816,NHP highest
MOB3C,8.68366,0.013013,0.510686,2.273375,2.183248,0.051816,NHP highest
MOB3B,8.734641,0.012685,7.027968,3.194924,4.036432,0.051816,Human highest
MOB3A,11.538562,0.003122,4.430848,1.438397,2.315437,0.051816,Human highest
MOB2,11.113725,0.003861,4.43437,5.001607,5.421806,0.051816,Mouse highest
