human_gene,nhp_gene,syngo_term,mouse_gene
AP3M1,AP3M1,postsynaptic recycling endosome,Ap3m1
VPS26B,VPS26B,postsynaptic recycling endosome,Vps26b
RAB11A,RAB11A,postsynaptic recycling endosome,Rab11a
OPRD1,OPRD1,spine apparatus,Oprd1
PPFIA1,PPFIA1,spine apparatus,Ppfia1
SYNPO,SYNPO,spine apparatus,Synpo
PPP1R9B,PPP1R9B,spine apparatus,Ppp1r9b
OPRM1,OPRM1,spine apparatus,Oprm1
APLP2,APLP2,spine apparatus,Aplp2
LRRTM3,LRRTM3,regulation of presynapse assembly,Lrrtm3
MDGA1,MDGA1,regulation of presynapse assembly,Mdga1
APP,APP,regulation of presynapse assembly,App
LRRC4B,LRRC4B,regulation of presynapse assembly,Lrrc4b
GRID2,GRID2,regulation of presynapse assembly,Grid2
NTNG2,NTNG2,regulation of presynapse assembly,Ntng2
NLGN2,NLGN2,regulation of presynapse assembly,Nlgn2
ATG9A,ATG9A,regulation of presynapse assembly,Atg9a
NRXN1,NRXN1,regulation of presynapse assembly,Nrxn1
IGSF11,IGSF11,regulation of presynapse assembly,Igsf11
CBLN1,CBLN1,regulation of presynapse assembly,Cbln1
SLITRK2,SLITRK2,regulation of presynapse assembly,Slitrk2
NRG1,NRG1,regulation of presynapse assembly,Nrg1
WNT7A,WNT7A,regulation of presynapse assembly,Wnt7a
FARP1,FARP1,regulation of presynapse assembly,Farp1
LRFN4,LRFN4,regulation of presynapse assembly,Lrfn4
FZD1,FZD1,regulation of presynapse assembly,Fzd1
IL1RAPL2,IL1RAPL2,regulation of presynapse assembly,Il1rapl2
LRFN5,LRFN5,regulation of presynapse assembly,Lrfn5
GPC4,GPC4,regulation of presynapse assembly,Gpc4
SLITRK1,SLITRK1,regulation of presynapse assembly,Slitrk1
NTRK3,NTRK3,regulation of presynapse assembly,Ntrk3
LRFN3,LRFN3,regulation of presynapse assembly,Lrfn3
IL1RAP,IL1RAP,regulation of presynapse assembly,Il1rap
ARF6,ARF6,regulation of presynapse assembly,Arf6
CLSTN3,CLSTN3,regulation of presynapse assembly,Clstn3
MDGA2,MDGA2,regulation of presynapse assembly,Mdga2
WNT3A,WNT3A,regulation of presynapse assembly,Wnt3a
LRRTM1,LRRTM1,regulation of presynapse assembly,Lrrtm1
IL1RAPL1,IL1RAPL1,regulation of presynapse assembly,Il1rapl1
SLITRK3,SLITRK3,regulation of presynapse assembly,Slitrk3
TRAPPC4,TRAPPC4,presynaptic active zone,Trappc4
EHD1,EHD1,presynaptic active zone,Ehd1
CD200,CD200,presynaptic active zone,Cd200
MAP1A,MAP1A,presynaptic active zone,Map1a
APP,APP,presynaptic active zone,App
ARFGAP3,ARFGAP3,presynaptic active zone,Arfgap3
SNAP47,SNAP47,presynaptic active zone,Snap47
CACNA1B,CACNA1B,presynaptic active zone,Cacna1b
VPS11,VPS11,presynaptic active zone,Vps11
FLOT1,FLOT1,presynaptic active zone,Flot1
CNTNAP1,CNTNAP1,presynaptic active zone,Cntnap1
UNC13A,UNC13A,presynaptic active zone,Unc13a
C1QBP,C1QBP,presynaptic active zone,C1qbp
ARHGAP44,ARHGAP44,presynaptic active zone,Arhgap44
PHB2,PHB2,presynaptic active zone,Phb2
PI4K2A,PI4K2A,presynaptic active zone,Pi4k2a
PPFIA3,PPFIA3,presynaptic active zone,Ppfia3
ROCK2,ROCK2,presynaptic active zone,Rock2
SYT1,SYT1,presynaptic active zone,Syt1
TRIO,TRIO,presynaptic active zone,Trio
PLXNA4,PLXNA4,maintenance of synapse structure,Plxna4
GRN,GRN,maintenance of synapse structure,Grn
L1CAM,L1CAM,maintenance of synapse structure,L1cam
SEMA3A,SEMA3A,maintenance of synapse structure,Sema3a
SORT1,SORT1,maintenance of synapse structure,Sort1
APPL1,APPL1,maintenance of synapse structure,Appl1
CSMD2,CSMD2,maintenance of postsynaptic density structure,Csmd2
ARF6,ARF6,maintenance of postsynaptic density structure,Arf6
PSD,PSD,maintenance of postsynaptic density structure,Psd
PRICKLE2,PRICKLE2,maintenance of postsynaptic density structure,Prickle2
PRICKLE1,PRICKLE1,maintenance of postsynaptic density structure,Prickle1
DGKZ,DGKZ,maintenance of postsynaptic density structure,Dgkz
ARHGAP44,ARHGAP44,"regulation of neurotransmitter receptor transport, endosome to postsynaptic membrane",Arhgap44
GRIPAP1,GRIPAP1,"regulation of neurotransmitter receptor transport, endosome to postsynaptic membrane",Gripap1
DRD1,DRD1,modification of postsynaptic structure,Drd1
SARM1,SARM1,modification of postsynaptic structure,Sarm1
STAU1,STAU1,modification of postsynaptic structure,Stau1
DLGAP3,DLGAP3,modification of postsynaptic structure,Dlgap3
DLGAP4,DLGAP4,modification of postsynaptic structure,Dlgap4
RAP1B,RAP1B,modification of postsynaptic structure,Rap1b
FILIP1,FILIP1,modification of postsynaptic structure,Filip1
CTTN,CTTN,modification of postsynaptic structure,Cttn
ARHGAP44,ARHGAP44,modification of postsynaptic structure,Arhgap44
LPAR1,LPAR1,regulation of synaptic vesicle cycle,Lpar1
BSN,BSN,regulation of synaptic vesicle cycle,Bsn
PLS3,PLS3,regulation of synaptic vesicle cycle,Pls3
ARHGDIA,ARHGDIA,regulation of synaptic vesicle cycle,Arhgdia
BLOC1S6,BLOC1S6,regulation of synaptic vesicle cycle,Bloc1s6
SCRN1,SCRN1,regulation of synaptic vesicle cycle,Scrn1
RAPGEF4,RAPGEF4,regulation of synaptic vesicle cycle,Rapgef4
CDK5R1,CDK5R1,regulation of synaptic vesicle cycle,Cdk5r1
PRKAR1B,PRKAR1B,regulation of synaptic vesicle cycle,Prkar1b
BLOC1S1,BLOC1S1,regulation of synaptic vesicle cycle,Bloc1s1
CASP3,CASP3,regulation of synaptic vesicle cycle,Casp3
PLD1,PLD1,regulation of synaptic vesicle cycle,Pld1
SNAP29,SNAP29,regulation of synaptic vesicle cycle,Snap29
RAB3B,RAB3B,regulation of synaptic vesicle cycle,Rab3b
DNAJC5,DNAJC5,regulation of synaptic vesicle cycle,Dnajc5
NRXN1,NRXN1,regulation of synaptic vesicle cycle,Nrxn1
PPP3R1,PPP3R1,regulation of synaptic vesicle cycle,Ppp3r1
PSEN1,PSEN1,regulation of synaptic vesicle cycle,Psen1
SYN1,SYN1,regulation of synaptic vesicle cycle,Syn1
VPS18,VPS18,regulation of synaptic vesicle cycle,Vps18
DLGAP3,DLGAP3,postsynaptic specialization,Dlgap3
DMD,DMD,postsynaptic specialization,Dmd
PICK1,PICK1,postsynaptic specialization,Pick1
LHFPL4,LHFPL4,postsynaptic specialization,Lhfpl4
DLGAP4,DLGAP4,postsynaptic specialization,Dlgap4
ARHGEF9,ARHGEF9,postsynaptic specialization,Arhgef9
YWHAZ,YWHAZ,postsynaptic specialization,Ywhaz
RNF34,RNF34,postsynaptic specialization,Rnf34
GLRB,GLRB,postsynaptic specialization,Glrb
PPFIA2,PPFIA2,postsynaptic specialization,Ppfia2
DRD3,DRD3,regulation of neurotransmitter uptake,Drd3
SYNGR3,SYNGR3,regulation of neurotransmitter uptake,Syngr3
DRD2,DRD2,regulation of neurotransmitter uptake,Drd2
FLOT1,FLOT1,regulation of neurotransmitter uptake,Flot1
ARL6IP5,ARL6IP5,regulation of neurotransmitter uptake,Arl6ip5
ARL8B,ARL8B,regulation of anterograde synaptic vesicle transport,Arl8b
ARL8A,ARL8A,regulation of anterograde synaptic vesicle transport,Arl8a
NF1,NF1,postsynaptic signaling pathway,Nf1
ARRB2,ARRB2,postsynaptic signaling pathway,Arrb2
TMEM230,TMEM230,axonal transport,Tmem230
ATG5,ATG5,axonal transport,Atg5
ATG16L1,ATG16L1,axonal transport,Atg16l1
GRM3,GRM3,postsynaptic modulation of chemical synaptic transmission,Grm3
GHSR,GHSR,postsynaptic modulation of chemical synaptic transmission,Ghsr
PPP3R1,PPP3R1,postsynaptic modulation of chemical synaptic transmission,Ppp3r1
PLCB1,PLCB1,postsynaptic modulation of chemical synaptic transmission,Plcb1
GNAO1,GNAO1,postsynaptic modulation of chemical synaptic transmission,Gnao1
NEFL,NEFL,postsynaptic modulation of chemical synaptic transmission,Nefl
CAMK4,CAMK4,postsynaptic modulation of chemical synaptic transmission,Camk4
TRIO,TRIO,postsynaptic modulation of chemical synaptic transmission,Trio
NGDN,NGDN,postsynaptic modulation of chemical synaptic transmission,Ngdn
NEFH,NEFH,postsynaptic modulation of chemical synaptic transmission,Nefh
SORCS3,SORCS3,postsynaptic modulation of chemical synaptic transmission,Sorcs3
IGF1,IGF1,postsynaptic modulation of chemical synaptic transmission,Igf1
ATG5,ATG5,postsynaptic modulation of chemical synaptic transmission,Atg5
CLMP,CLMP,postsynaptic modulation of chemical synaptic transmission,Clmp
WNT5A,WNT5A,postsynaptic modulation of chemical synaptic transmission,Wnt5a
SLC1A1,SLC1A1,postsynaptic modulation of chemical synaptic transmission,Slc1a1
SYNPO,SYNPO,postsynaptic modulation of chemical synaptic transmission,Synpo
IQSEC1,IQSEC1,postsynaptic modulation of chemical synaptic transmission,Iqsec1
RASGRF2,RASGRF2,postsynaptic modulation of chemical synaptic transmission,Rasgrf2
SNX14,SNX14,postsynaptic modulation of chemical synaptic transmission,Snx14
IGF1R,IGF1R,postsynaptic modulation of chemical synaptic transmission,Igf1r
PRKACA,PRKACA,postsynaptic modulation of chemical synaptic transmission,Prkaca
CHRM1,CHRM1,postsynaptic modulation of chemical synaptic transmission,Chrm1
BRAF,BRAF,postsynaptic modulation of chemical synaptic transmission,Braf
PPP3CA,PPP3CA,postsynaptic modulation of chemical synaptic transmission,Ppp3ca
DRD1,DRD1,postsynaptic modulation of chemical synaptic transmission,Drd1
RASGRF1,RASGRF1,postsynaptic modulation of chemical synaptic transmission,Rasgrf1
INA,INA,postsynaptic modulation of chemical synaptic transmission,Ina
DCC,DCC,postsynaptic modulation of chemical synaptic transmission,Dcc
GHRL,GHRL,postsynaptic modulation of chemical synaptic transmission,Ghrl
DRD2,DRD2,postsynaptic modulation of chemical synaptic transmission,Drd2
NRGN,NRGN,postsynaptic modulation of chemical synaptic transmission,Nrgn
PTK2B,PTK2B,postsynaptic modulation of chemical synaptic transmission,Ptk2b
NSF,NSF,synaptic vesicle cycle,Nsf
STXBP5,STXBP5,synaptic vesicle cycle,Stxbp5
SYN3,SYN3,synaptic vesicle cycle,Syn3
ATG7,ATG7,synaptic vesicle cycle,Atg7
SYN2,SYN2,synaptic vesicle cycle,Syn2
SYN1,SYN1,synaptic vesicle cycle,Syn1
ATG9A,ATG9A,"regulation of protein catabolic process at synapse, modulating synaptic transmission",Atg9a
CTNNB1,CTNNB1,presynaptic membrane,Ctnnb1
KCTD8,KCTD8,presynaptic membrane,Kctd8
KCTD12,KCTD12,presynaptic membrane,Kctd12
PRRT2,PRRT2,presynaptic membrane,Prrt2
PPFIA2,PPFIA2,presynaptic membrane,Ppfia2
RGS9,RGS9,presynaptic membrane,Rgs9
GNAO1,GNAO1,presynaptic membrane,Gnao1
KCTD16,KCTD16,presynaptic membrane,Kctd16
NAPEPLD,NAPEPLD,presynaptic membrane,Napepld
GNB5,GNB5,presynaptic membrane,Gnb5
RGS7,RGS7,presynaptic membrane,Rgs7
SNPH,SNPH,presynaptic membrane,Snph
ATP2B2,ATP2B2,presynaptic membrane,Atp2b2
EXOC3,EXOC3,presynaptic membrane,Exoc3
ATP2B1,ATP2B1,presynaptic membrane,Atp2b1
ATP2B2,ATP2B2,ATPase-coupled calcium ion transmembrane transporter activity involved in regulation of postsynaptic cytosolic calcium levels,Atp2b2
ATP2B3,ATP2B3,ATPase-coupled calcium ion transmembrane transporter activity involved in regulation of presynaptic cytosolic calcium levels,Atp2b3
ATP6V0A4,ATP6V0A4,synaptic vesicle proton loading,Atp6v0a4
ATP6V1A,ATP6V1A,synaptic vesicle proton loading,Atp6v1a
ATP6V0A1,ATP6V0A1,synaptic vesicle proton loading,Atp6v0a1
ATP6V1C1,ATP6V1C1,synaptic vesicle proton loading,Atp6v1c1
ATP6V1H,ATP6V1H,synaptic vesicle proton loading,Atp6v1h
ATP6V1G2,ATP6V1G2,synaptic vesicle proton loading,Atp6v1g2
ATP6V0C,ATP6V0C,synaptic vesicle proton loading,Atp6v0c
ATP6V1B2,ATP6V1B2,synaptic vesicle proton loading,Atp6v1b2
ATP6V1B1,ATP6V1B1,synaptic vesicle proton loading,Atp6v1b1
ATP6AP2,ATP6AP2,synaptic vesicle proton loading,Atp6ap2
ATP6V0D1,ATP6V0D1,synaptic vesicle proton loading,Atp6v0d1
ATP6V1E1,ATP6V1E1,synaptic vesicle proton loading,Atp6v1e1
ATP6V1D,ATP6V1D,synaptic vesicle proton loading,Atp6v1d
ATP6AP1,ATP6AP1,synaptic vesicle proton loading,Atp6ap1
ATP6V1G1,ATP6V1G1,synaptic vesicle proton loading,Atp6v1g1
ATP6V1F,ATP6V1F,synaptic vesicle proton loading,Atp6v1f
CLCN3,CLCN3,synaptic vesicle proton loading,Clcn3
VAMP2,VAMP2,integral component of synaptic vesicle membrane,Vamp2
SYT2,SYT2,integral component of synaptic vesicle membrane,Syt2
SYT11,SYT11,integral component of synaptic vesicle membrane,Syt11
OPRK1,OPRK1,integral component of synaptic vesicle membrane,Oprk1
ATP8A1,ATP8A1,integral component of synaptic vesicle membrane,Atp8a1
SLC17A5,SLC17A5,integral component of synaptic vesicle membrane,Slc17a5
SVOP,SVOP,integral component of synaptic vesicle membrane,Svop
CLCN3,CLCN3,integral component of synaptic vesicle membrane,Clcn3
SLC30A3,SLC30A3,integral component of synaptic vesicle membrane,Slc30a3
STX12,STX12,integral component of synaptic vesicle membrane,Stx12
GPR151,GPR151,integral component of synaptic vesicle membrane,Gpr151
SYT1,SYT1,integral component of synaptic vesicle membrane,Syt1
SV2C,SV2C,integral component of synaptic vesicle membrane,Sv2c
SYT9,SYT9,integral component of synaptic vesicle membrane,Syt9
SLC18A3,SLC18A3,integral component of synaptic vesicle membrane,Slc18a3
STX1A,STX1A,integral component of synaptic vesicle membrane,Stx1a
SV2A,SV2A,integral component of synaptic vesicle membrane,Sv2a
SLC17A6,SLC17A6,integral component of synaptic vesicle membrane,Slc17a6
OPRD1,OPRD1,integral component of synaptic vesicle membrane,Oprd1
VAMP1,VAMP1,integral component of synaptic vesicle membrane,Vamp1
SLC22A2,SLC22A2,integral component of synaptic vesicle membrane,Slc22a2
SLC6A17,SLC6A17,integral component of synaptic vesicle membrane,Slc6a17
TMEM163,TMEM163,integral component of synaptic vesicle membrane,Tmem163
SYP,SYP,integral component of synaptic vesicle membrane,Syp
ATP6AP1,ATP6AP1,integral component of synaptic vesicle membrane,Atp6ap1
ATP6V0A4,ATP6V0A4,integral component of synaptic vesicle membrane,Atp6v0a4
SV2B,SV2B,integral component of synaptic vesicle membrane,Sv2b
ATP6V0A1,ATP6V0A1,integral component of synaptic vesicle membrane,Atp6v0a1
SLC17A8,SLC17A8,integral component of synaptic vesicle membrane,Slc17a8
SLC6A9,SLC6A9,integral component of synaptic vesicle membrane,Slc6a9
LAMP1,LAMP1,integral component of synaptic vesicle membrane,Lamp1
OTOF,OTOF,integral component of synaptic vesicle membrane,Otof
SYNGR1,SYNGR1,integral component of synaptic vesicle membrane,Syngr1
ATP6V0D1,ATP6V0D1,integral component of synaptic vesicle membrane,Atp6v0d1
SLC32A1,SLC32A1,integral component of synaptic vesicle membrane,Slc32a1
STX7,STX7,integral component of synaptic vesicle membrane,Stx7
MAL2,MAL2,integral component of synaptic vesicle membrane,Mal2
STX16,STX16,integral component of synaptic vesicle membrane,Stx16
SCAMP5,SCAMP5,integral component of synaptic vesicle membrane,Scamp5
STX6,STX6,integral component of synaptic vesicle membrane,Stx6
SLC18A2,SLC18A2,integral component of synaptic vesicle membrane,Slc18a2
SCAMP1,SCAMP1,integral component of synaptic vesicle membrane,Scamp1
SLC6A7,SLC6A7,integral component of synaptic vesicle membrane,Slc6a7
TMEM230,TMEM230,integral component of synaptic vesicle membrane,Tmem230
ATP6V0C,ATP6V0C,integral component of synaptic vesicle membrane,Atp6v0c
SLC6A2,SLC6A2,integral component of synaptic vesicle membrane,Slc6a2
ATP6AP2,ATP6AP2,integral component of synaptic vesicle membrane,Atp6ap2
VTI1A,VTI1A,integral component of synaptic vesicle membrane,Vti1a
VAMP3,VAMP3,integral component of synaptic vesicle membrane,Vamp3
PTPRN2,PTPRN2,integral component of synaptic vesicle membrane,Ptprn2
SYNPR,SYNPR,integral component of synaptic vesicle membrane,Synpr
WFS1,WFS1,integral component of synaptic vesicle membrane,Wfs1
BDNF,BDNF,"trans-synaptic signaling by BDNF, modulating synaptic transmission",Bdnf
NTRK2,NTRK2,"trans-synaptic signaling by BDNF, modulating synaptic transmission",Ntrk2
PLAT,PLAT,"trans-synaptic signaling by BDNF, modulating synaptic transmission",Plat
PLG,PLG,"trans-synaptic signaling by BDNF, modulating synaptic transmission",Plg
SYP,SYP,regulation of synaptic vesicle priming,Syp
STXBP5,STXBP5,regulation of synaptic vesicle priming,Stxbp5
SYNGR3,SYNGR3,regulation of synaptic vesicle priming,Syngr3
OSBPL2,OSBPL2,regulation of synaptic vesicle priming,Osbpl2
NAPA,NAPA,regulation of synaptic vesicle priming,Napa
BRSK1,BRSK1,regulation of synaptic vesicle priming,Brsk1
RIMS1,RIMS1,presynaptic active zone cytoplasmic component,Rims1
NR3C2,NR3C2,presynaptic active zone cytoplasmic component,Nr3c2
CTBP2,CTBP2,presynaptic active zone cytoplasmic component,Ctbp2
RIMS2,RIMS2,presynaptic active zone cytoplasmic component,Rims2
ERC2,ERC2,presynaptic active zone cytoplasmic component,Erc2
STXBP1,STXBP1,presynaptic active zone cytoplasmic component,Stxbp1
CTBP1,CTBP1,presynaptic active zone cytoplasmic component,Ctbp1
OSBPL2,OSBPL2,presynaptic active zone cytoplasmic component,Osbpl2
ERC1,ERC1,presynaptic active zone cytoplasmic component,Erc1
PPFIA3,PPFIA3,presynaptic active zone cytoplasmic component,Ppfia3
RIMBP2,RIMBP2,presynaptic active zone cytoplasmic component,Rimbp2
IQSEC2,IQSEC2,presynaptic active zone cytoplasmic component,Iqsec2
CTNND1,CTNND1,presynaptic active zone cytoplasmic component,Ctnnd1
CTNNB1,CTNNB1,presynaptic active zone cytoplasmic component,Ctnnb1
CTNNA2,CTNNA2,presynaptic active zone cytoplasmic component,Ctnna2
PCLO,PCLO,presynaptic active zone cytoplasmic component,Pclo
SYDE2,SYDE2,presynaptic active zone cytoplasmic component,Syde2
SYDE1,SYDE1,presynaptic active zone cytoplasmic component,Syde1
BSN,BSN,presynaptic active zone cytoplasmic component,Bsn
CTBP2,CTBP2,structural constituent of active zone,Ctbp2
RIMS1,RIMS1,structural constituent of active zone,Rims1
ERC1,ERC1,structural constituent of active zone,Erc1
ERC2,ERC2,structural constituent of active zone,Erc2
RIMBP2,RIMBP2,structural constituent of active zone,Rimbp2
PCLO,PCLO,structural constituent of active zone,Pclo
BSN,BSN,structural constituent of active zone,Bsn
RIMS2,RIMS2,structural constituent of active zone,Rims2
STXBP5,STXBP5,extrinsic component of presynaptic membrane,Stxbp5
CTNNA2,CTNNA2,extrinsic component of presynaptic membrane,Ctnna2
STXBP1,STXBP1,extrinsic component of presynaptic membrane,Stxbp1
C1QA,C1QA,extrinsic component of presynaptic membrane,C1qa
CYTH1,CYTH1,extrinsic component of presynaptic membrane,Cyth1
C1QC,C1QC,extrinsic component of presynaptic membrane,C1qc
SNAP25,SNAP25,extrinsic component of presynaptic membrane,Snap25
C1QB,C1QB,extrinsic component of presynaptic membrane,C1qb
C1QB,C1QB,extrinsic component of postsynaptic membrane,C1qb
C1QA,C1QA,extrinsic component of postsynaptic membrane,C1qa
VWC2,VWC2,extrinsic component of postsynaptic membrane,Vwc2
NBEA,NBEA,extrinsic component of postsynaptic membrane,Nbea
FBXO2,FBXO2,extrinsic component of postsynaptic membrane,Fbxo2
FARP1,FARP1,extrinsic component of postsynaptic membrane,Farp1
CRKL,CRKL,extrinsic component of postsynaptic membrane,Crkl
PPP1R9B,PPP1R9B,extrinsic component of postsynaptic membrane,Ppp1r9b
C1QC,C1QC,extrinsic component of postsynaptic membrane,C1qc
CTNNA2,CTNNA2,extrinsic component of postsynaptic membrane,Ctnna2
TENM2,TENM2,extrinsic component of postsynaptic membrane,Tenm2
MAGI2,MAGI2,extrinsic component of postsynaptic membrane,Magi2
NPTX1,NPTX1,postsynaptic density assembly,Nptx1
NTRK3,NTRK3,postsynaptic density assembly,Ntrk3
NRXN3,NRXN3,postsynaptic density assembly,Nrxn3
C1QL2,C1QL2,postsynaptic density assembly,C1ql2
C1QL3,C1QL3,postsynaptic density assembly,C1ql3
CSMD2,CSMD2,postsynaptic density assembly,Csmd2
CACNB2,CACNB2,voltage-gated calcium channel activity involved in regulation of presynaptic cytosolic calcium levels,Cacnb2
CACNA1A,CACNA1A,voltage-gated calcium channel activity involved in regulation of presynaptic cytosolic calcium levels,Cacna1a
HTR1B,HTR1B,voltage-gated calcium channel activity involved in regulation of presynaptic cytosolic calcium levels,Htr1b
CACNA1D,CACNA1D,voltage-gated calcium channel activity involved in regulation of presynaptic cytosolic calcium levels,Cacna1d
CACNA1E,CACNA1E,voltage-gated calcium channel activity involved in regulation of presynaptic cytosolic calcium levels,Cacna1e
RIMBP2,RIMBP2,voltage-gated calcium channel activity involved in regulation of presynaptic cytosolic calcium levels,Rimbp2
CACNA1B,CACNA1B,voltage-gated calcium channel activity involved in regulation of presynaptic cytosolic calcium levels,Cacna1b
CACNB4,CACNB4,voltage-gated calcium channel activity involved in regulation of presynaptic cytosolic calcium levels,Cacnb4
RIMS2,RIMS2,regulation of calcium-dependent activation of synaptic vesicle fusion,Rims2
RIMS1,RIMS1,regulation of calcium-dependent activation of synaptic vesicle fusion,Rims1
CACNA1B,CACNA1B,regulation of calcium-dependent activation of synaptic vesicle fusion,Cacna1b
ERC1,ERC1,regulation of calcium-dependent activation of synaptic vesicle fusion,Erc1
PRRT2,PRRT2,regulation of calcium-dependent activation of synaptic vesicle fusion,Prrt2
ERC2,ERC2,regulation of calcium-dependent activation of synaptic vesicle fusion,Erc2
RIMBP2,RIMBP2,regulation of calcium-dependent activation of synaptic vesicle fusion,Rimbp2
PRKCA,PRKCA,regulation of synaptic vesicle exocytosis,Prkca
SV2B,SV2B,regulation of synaptic vesicle exocytosis,Sv2b
CSPG5,CSPG5,regulation of synaptic vesicle exocytosis,Cspg5
GPR151,GPR151,regulation of synaptic vesicle exocytosis,Gpr151
PPFIA2,PPFIA2,regulation of synaptic vesicle exocytosis,Ppfia2
P2RY2,P2RY2,regulation of synaptic vesicle exocytosis,P2ry2
HTR1B,HTR1B,regulation of synaptic vesicle exocytosis,Htr1b
NPY1R,NPY1R,regulation of synaptic vesicle exocytosis,Npy1r
STXBP5L,STXBP5L,regulation of synaptic vesicle exocytosis,Stxbp5l
WNT7A,WNT7A,regulation of synaptic vesicle exocytosis,Wnt7a
NPY,NPY,regulation of synaptic vesicle exocytosis,Npy
P2RX1,P2RX1,regulation of synaptic vesicle exocytosis,P2rx1
GIT2,GIT2,regulation of synaptic vesicle exocytosis,Git2
PRKCG,PRKCG,regulation of synaptic vesicle exocytosis,Prkcg
SYT7,SYT7,regulation of synaptic vesicle exocytosis,Syt7
SNAP29,SNAP29,regulation of synaptic vesicle exocytosis,Snap29
SNAPIN,SNAPIN,regulation of synaptic vesicle exocytosis,Snapin
P2RY1,P2RY1,regulation of synaptic vesicle exocytosis,P2ry1
SV2C,SV2C,regulation of synaptic vesicle exocytosis,Sv2c
